typing_wpm,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,chars_per_min,avg_cursor_speed,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,movement_distance,movement_smoothness,label
65,98,75,0.0212,0,846,0.0781,272,351,9,0.4994,4.7973,0.0701,312,3583,0.8113,low
44,113,125,0.0486,3,1408,0.1572,212,311,13,2.0595,6.9392,0.1534,464,2724,0.5653,medium
8,111,177,0.0929,9,1433,0.2707,139,134,24,2.5636,11.7759,0.3073,651,715,0.4671,high
57,99,72,0.0285,1,984,0.0458,353,332,8,1.0254,5.0399,0.0696,308,3394,0.8147,low
21,150,134,0.0704,5,661,0.281,142,94,20,3.8383,15.1529,0.3215,638,1115,0.3934,high
48,102,108,0.0519,4,1331,0.2086,215,258,10,2.3063,5.8512,0.1355,565,1789,0.6414,medium
17,158,121,0.0658,5,1592,0.1998,132,173,18,3.3261,13.6744,0.3106,627,1327,0.3213,high
30,117,148,0.092,7,2299,0.3794,127,95,14,2.6147,16.8508,0.3539,751,780,0.3507,high
66,72,69,0.0228,2,806,0.0431,307,377,8,0.8821,4.1494,0.0367,294,3389,0.7725,low
53,115,113,0.0647,1,1471,0.2359,250,340,9,2.2284,8.3229,0.2304,459,1726,0.7708,medium
51,89,108,0.0456,3,1450,0.258,203,321,16,2.1115,6.5613,0.1335,434,2667,0.6762,medium
54,92,65,0.0068,1,594,0.0619,285,425,6,1.2135,2.2406,0.0526,169,3525,0.7913,low
34,134,161,0.1386,5,1413,0.3049,129,192,12,3.15,10.7921,0.3836,657,1243,0.4058,high
29,146,133,0.0979,11,2102,0.3881,128,176,16,3.7971,9.4034,0.3449,321,1120,0.5063,high
30,141,126,0.0709,3,1236,0.2032,224,380,15,2.2425,3.2527,0.1062,431,2361,0.7573,medium
42,116,100,0.0408,5,1527,0.1603,243,192,5,0.9068,6.6934,0.1523,482,2643,0.6529,medium
59,113,75,0.0249,1,815,0.0798,354,464,7,0.6828,3.9114,0.0732,302,3958,0.894,low
43,100,111,0.0715,4,1611,0.2463,197,267,12,1.6741,6.8425,0.1895,375,2087,0.6601,medium
26,133,107,0.092,10,2340,0.1845,102,190,16,2.6272,12.652,0.3345,607,1227,0.4637,high
24,161,161,0.1247,7,2577,0.3632,118,162,16,2.5135,20.8341,0.3117,668,1295,0.3764,high
69,95,88,0.0255,1,889,0.0383,290,461,8,0.8804,4.5761,0.0817,304,3496,0.8121,low
29,157,143,0.1036,7,2456,0.2406,113,158,16,3.6487,13.3149,0.3915,715,1106,0.3623,high
55,143,97,0.0695,3,1500,0.1647,238,264,12,2.0559,6.3727,0.2701,426,2036,0.6062,medium
63,107,81,0.0197,0,624,0.1057,325,458,8,1.0351,4.3043,0.0619,366,2810,0.8381,low
36,119,122,0.0581,3,1181,0.2344,214,279,9,2.4076,10.5796,0.191,320,2508,0.7187,medium
40,112,102,0.0638,5,1247,0.1778,269,450,14,1.6215,8.4017,0.1653,405,2302,0.5786,medium
41,125,91,0.0468,2,1455,0.2073,215,337,13,0.9183,9.1323,0.201,425,2539,0.6637,medium
67,83,78,0.0219,1,1104,0.0496,329,462,8,1.4959,4.9327,0.0625,317,3635,0.8054,low
22,151,164,0.0892,8,2156,0.3127,106,122,22,2.199,11.6629,0.3933,642,1141,0.4687,high
56,102,85,0.028,0,794,0.088,352,351,7,0.1706,4.5065,0.0562,386,3836,0.8554,low
25,178,141,0.1295,4,2046,0.3272,103,114,7,3.0024,13.8983,0.2785,460,1333,0.4712,high
64,93,78,0.0162,1,996,0.0547,342,450,6,1.0136,4.2642,0.0613,292,3255,0.8093,low
59,73,82,0.0176,2,547,0.104,259,525,8,1.1991,4.9828,0.0096,275,2716,0.8197,low
21,160,155,0.1526,4,2018,0.2668,130,155,21,2.7551,23.2948,0.414,679,1385,0.4038,high
50,112,116,0.0348,3,1260,0.1929,218,331,11,1.5986,7.2022,0.1789,420,1706,0.6795,medium
61,85,70,0.0156,2,657,0.0759,361,378,7,1.2062,4.3818,0.0871,251,3764,0.8995,low
54,98,80,0.0152,2,1073,0.0443,379,518,7,1.1513,5.059,0.0809,359,3442,0.7506,low
59,87,78,0.0221,1,971,0.1046,332,494,9,1.2124,6.799,0.0641,224,3194,0.8249,low
53,93,90,0.0324,2,894,0.0711,343,438,6,1.1317,5.6579,0.093,348,3459,0.8913,low
40,90,108,0.0571,4,1367,0.1795,223,328,9,1.9201,6.4521,0.1957,251,1875,0.5944,medium
43,84,86,0.024,1,905,0.0753,264,493,13,0.7791,3.7546,0.0801,259,3968,0.755,low
40,110,126,0.064,5,1565,0.1902,184,312,12,1.48,11.5811,0.0816,444,1450,0.5563,medium
60,102,79,0.0185,1,1045,0.0832,333,361,10,0.7331,2.5262,0.094,225,3312,0.8039,low
49,124,97,0.0515,4,1282,0.1708,193,268,12,1.4449,7.651,0.1024,467,2282,0.7513,medium
70,74,76,0.0195,1,1109,0.0748,294,472,14,0.6437,3.3836,0.0214,288,3388,0.8133,low
69,88,82,0.0273,2,486,0.109,234,433,6,0.824,5.7263,0.0711,331,2695,0.8698,low
63,79,73,0.0186,1,1036,0.0734,342,498,7,0.6841,6.4203,0.0899,229,3096,0.9283,low
45,152,115,0.0755,3,1065,0.2139,222,250,9,2.4208,7.3356,0.2091,279,2156,0.6951,medium
17,162,156,0.1227,7,2143,0.2173,151,195,16,2.2096,20.9408,0.3463,420,1227,0.3572,high
55,109,74,0.0173,1,843,0.0892,299,477,7,0.6566,5.0532,0.0713,279,3098,0.7939,low
64,101,82,0.0139,1,878,0.074,314,395,6,1.0304,5.4686,0.029,248,4175,0.8358,low
26,172,121,0.1217,9,1874,0.2599,148,184,14,3.7934,15.6128,0.3274,714,1011,0.4873,high
32,136,130,0.1324,7,1810,0.274,113,209,11,2.001,13.411,0.4017,449,845,0.4968,high
57,99,78,0.0198,1,642,0.0871,355,324,6,0.6074,3.6446,0.0732,340,2757,0.7755,low
51,123,89,0.0506,3,1476,0.0809,224,300,13,2.1013,9.1156,0.1943,447,2559,0.5961,medium
34,139,116,0.0519,7,1190,0.1949,201,238,12,1.5742,11.11,0.1466,405,2179,0.7665,medium
25,202,186,0.1483,6,1952,0.296,92,174,15,3.2928,15.128,0.247,622,1174,0.6201,high
42,95,74,0.0623,4,1308,0.1473,227,359,10,2.1498,9.1662,0.1605,464,1897,0.621,medium
34,146,147,0.0787,8,2504,0.2366,109,222,21,3.189,15.8,0.339,770,1189,0.544,high
27,159,129,0.1008,6,2420,0.2451,146,172,13,2.7919,10.422,0.3118,564,1191,0.3538,high
73,88,96,0.0158,0,829,0.0753,286,454,5,0.862,4.3834,0.0623,233,3017,0.8559,low
65,85,87,0.0176,1,977,0.1077,296,395,10,0.3188,4.0276,0.0403,287,2978,0.8746,low
44,114,108,0.0434,5,1145,0.1989,233,284,14,1.3071,6.5803,0.0958,420,2484,0.4136,medium
33,159,133,0.1094,8,2065,0.2932,139,138,19,2.98,18.3793,0.4391,638,949,0.3584,high
46,91,102,0.0576,3,1736,0.2189,225,308,9,2.0915,11.9696,0.178,447,2172,0.6271,medium
47,118,92,0.0563,6,1516,0.1161,219,170,11,2.1765,8.1597,0.2146,514,2244,0.5475,medium
15,124,146,0.1014,8,2097,0.284,119,192,19,2.9104,13.1637,0.3278,613,1138,0.3579,high
53,90,88,0.0203,1,812,0.0959,312,359,7,1.1143,6.7274,0.0504,265,3528,0.849,low
49,88,81,0.0234,2,819,0.0712,356,385,4,1.0573,4.0211,0.052,301,2760,0.8609,low
28,154,130,0.1159,6,2523,0.224,115,155,22,3.3735,13.7999,0.4986,617,1277,0.4196,high
45,101,68,0.0083,1,799,0.0951,282,405,11,1.0397,2.6764,0.1237,292,3476,0.8419,low
63,89,88,0.0135,1,850,0.0815,325,506,10,0.83,3.5999,0.0659,274,2804,0.8031,low
49,134,117,0.0461,6,952,0.2308,189,258,12,2.3075,9.5522,0.1346,515,2202,0.6816,medium
69,97,67,0.0104,1,573,0.0896,308,419,8,0.5669,4.6971,0.0569,223,3506,0.9029,low
49,123,133,0.0317,1,1363,0.1999,239,171,12,1.0662,8.8148,0.2352,459,2623,0.7791,medium
49,109,120,0.0646,3,1379,0.136,250,261,12,2.5524,7.5132,0.1409,582,2282,0.6185,medium
31,159,111,0.1463,6,1890,0.3952,148,192,17,1.9053,15.6966,0.327,661,893,0.2783,high
26,171,184,0.0953,9,1574,0.267,86,250,13,3.0282,15.7618,0.4367,541,1067,0.3379,high
67,82,89,0.0221,2,1109,0.1076,327,379,10,0.5011,3.517,0.0699,355,3484,0.8573,low
35,101,107,0.0719,4,1806,0.206,223,267,12,1.8658,10.5116,0.1743,340,1982,0.8011,medium
51,92,103,0.0133,1,822,0.0834,315,407,6,0.8751,2.6951,0.0613,311,3127,0.8733,low
32,153,152,0.0986,8,2602,0.4566,123,170,15,3.0409,13.8739,0.4129,505,888,0.4112,high
36,165,141,0.068,8,2713,0.3453,143,132,22,0.7419,9.7953,0.2949,799,674,0.2941,high
46,123,116,0.0576,3,1715,0.1484,188,161,11,1.6114,8.455,0.0987,450,1933,0.6463,medium
21,183,160,0.0965,8,2148,0.3657,181,124,19,2.7324,14.6501,0.3151,514,1061,0.4388,high
30,145,166,0.1216,9,2727,0.2875,123,153,19,2.3939,9.4218,0.359,687,1108,0.3057,high
71,91,88,0.0142,2,1014,0.0709,350,340,6,1.115,2.0072,0.0745,293,3765,0.7705,low
25,177,136,0.1024,5,2253,0.3413,86,135,20,1.9613,12.4272,0.3621,662,993,0.4354,high
44,165,109,0.0543,2,1219,0.1916,187,356,11,1.928,5.9256,0.1952,403,2438,0.6782,medium
64,103,88,0.0214,1,954,0.0528,274,414,6,1.0231,6.798,0.0663,190,3646,0.8024,low
48,115,112,0.0641,3,820,0.1492,237,290,8,1.7872,9.7075,0.1928,193,2229,0.6595,medium
41,118,91,0.0574,3,1401,0.1759,195,294,8,1.7297,9.2029,0.1495,311,1593,0.5719,medium
78,91,59,0.0061,1,725,0.0775,333,477,7,1.137,5.7148,0.1106,232,3279,0.8521,low
47,140,100,0.0381,4,1494,0.0971,271,291,12,2.9405,7.4619,0.2032,231,2295,0.7458,medium
46,101,103,0.0603,4,1185,0.1806,176,333,10,1.1423,9.6044,0.1334,472,2096,0.5842,medium
38,162,140,0.0991,9,1557,0.2838,140,124,24,2.7605,12.4054,0.3043,735,1027,0.3855,high
14,141,168,0.1041,10,1914,0.3266,77,131,23,3.8713,10.8125,0.2648,724,1277,0.4148,high
22,133,153,0.0896,7,2397,0.3359,107,131,19,2.3564,12.1217,0.3993,582,1226,0.3966,high
57,94,70,0.0217,2,719,0.0841,233,471,6,0.6987,6.8738,0.0564,193,3180,0.8559,low
50,114,88,0.0286,4,1478,0.1758,215,288,6,0.7751,9.8987,0.1254,528,1434,0.7039,medium
64,114,61,0.0056,2,863,0.0598,296,429,7,1.0329,6.4636,0.0656,342,3354,0.8135,low
44,108,109,0.0771,4,1443,0.2193,253,180,14,1.7401,11.3918,0.1214,313,1831,0.6521,medium
43,126,108,0.0661,5,1625,0.1419,177,279,12,2.0753,9.6627,0.1531,399,2596,0.6139,medium
21,186,160,0.1059,8,1925,0.3407,74,144,21,1.8475,13.6403,0.399,606,905,0.3142,high
72,96,96,0.0241,2,1127,0.1162,286,425,4,1.2038,4.5462,0.0514,309,3031,0.8024,low
54,123,81,0.0168,1,760,0.0707,351,400,10,0.9349,4.9945,0.0634,277,3223,0.8245,low
41,127,87,0.0696,2,1118,0.2286,229,270,13,1.8933,6.218,0.1801,496,2330,0.674,medium
17,146,127,0.1074,7,2315,0.3193,120,145,18,2.2512,12.7877,0.2917,789,1168,0.4806,high
74,76,68,0.0001,1,974,0.0084,368,282,14,1.489,6.592,0.0017,293,2687,0.814,low
66,98,88,0.0347,1,924,0.117,368,477,10,0.8291,5.8002,0.0616,381,2804,0.905,low
30,96,78,0.0678,5,689,0.2008,217,251,9,2.6334,12.7239,0.1784,356,100,0.6609,medium
47,141,128,0.0506,5,1414,0.1962,267,277,15,0.702,9.3155,0.2221,343,2224,0.6421,medium
55,95,82,0.0175,1,913,0.057,326,359,7,0.9425,8.8308,0.046,208,2694,0.7978,low
20,173,144,0.1276,7,2462,0.3417,140,137,17,3.4709,11.0979,0.383,475,1213,0.2921,high
21,149,145,0.0721,5,1835,0.3845,120,140,19,3.001,16.4107,0.2933,722,985,0.5289,high
30,126,105,0.0451,3,1425,0.1308,185,425,10,1.443,11.3542,0.1468,416,2586,0.6324,medium
45,108,94,0.0483,2,801,0.1686,193,321,10,1.1994,10.3973,0.2031,505,2549,0.6565,medium
29,170,162,0.133,8,1881,0.442,120,103,24,3.531,7.2745,0.3123,573,1115,0.3757,high
62,139,86,0.0787,3,1184,0.1672,225,320,10,1.199,14.0543,0.0491,426,2603,0.6832,medium
42,114,125,0.0625,3,1294,0.1677,191,316,9,2.4428,10.45,0.126,556,1831,0.6022,medium
62,90,88,0.026,2,953,0.0691,227,343,13,0.7376,5.1839,0.0868,238,3136,0.8392,low
56,91,71,0.0218,0,598,0.0673,318,515,10,0.6846,9.7984,0.0727,309,3571,0.7677,low
10,158,114,0.1391,7,1266,0.2421,128,140,5,4.2868,15.2567,0.3651,496,580,0.4505,high
28,163,139,0.1327,8,2060,0.4509,165,128,21,2.4017,16.1636,0.3155,808,1331,0.3458,high
19,129,116,0.1619,6,2174,0.278,130,136,19,3.371,8.9895,0.4265,692,604,0.5108,high
37,160,150,0.1274,10,1852,0.2891,79,182,25,2.0455,14.299,0.2547,503,1241,0.5526,high
52,105,86,0.0337,3,1180,0.066,370,346,7,1.3153,12.5003,0.0545,197,3920,0.7755,low
51,105,98,0.0576,6,1306,0.1752,274,338,9,1.988,12.0083,0.1937,236,1488,0.6797,medium
16,131,126,0.1026,9,1989,0.3751,138,133,20,4.3024,17.3768,0.4248,663,1329,0.4475,high
27,175,154,0.0936,7,2143,0.2309,151,109,17,2.7687,14.198,0.28,610,1241,0.3793,high
42,117,102,0.0602,4,1341,0.1631,199,292,13,1.1035,9.2297,0.2193,345,2063,0.6901,medium
36,119,109,0.0556,5,1454,0.111,289,343,10,2.2767,10.2372,0.1649,316,2324,0.7607,medium
27,152,171,0.1008,7,1921,0.391,92,136,13,2.5485,13.6442,0.3842,742,1647,0.4897,high
48,119,91,0.063,4,1435,0.094,198,180,15,1.5971,9.8624,0.1296,273,1499,0.5665,medium
51,89,90,0.0176,1,931,0.1043,271,411,7,0.4095,5.9556,0.0574,257,2767,0.8092,low
73,115,78,0.0218,2,987,0.0747,347,330,9,0.8898,4.1372,0.0994,335,2772,0.7822,low
33,113,127,0.0636,3,1353,0.2101,255,398,15,2.4009,6.8776,0.1669,345,1992,0.5458,medium
25,122,134,0.0738,6,1632,0.309,110,161,16,3.5089,17.1135,0.3131,681,1079,0.342,high
62,102,85,0.0037,1,953,0.0767,313,374,7,0.8406,6.7577,0.0476,283,3201,0.8305,low
59,124,87,0.0553,4,1706,0.1618,208,330,11,2.8658,9.5992,0.0172,509,2531,0.7574,medium
24,175,114,0.1181,7,2091,0.4177,126,146,19,2.7406,15.6098,0.3594,636,1647,0.4669,high
30,145,158,0.1104,7,1864,0.2586,134,179,12,3.2194,17.6638,0.3232,546,912,0.4449,high
28,169,155,0.1106,7,2633,0.2957,132,106,15,2.7619,14.4855,0.375,531,1089,0.3702,high
28,167,143,0.1185,7,2790,0.2737,154,77,17,3.7499,13.0918,0.2606,654,851,0.3358,high
31,165,163,0.0939,7,2436,0.4087,107,167,12,4.1598,11.1897,0.4134,711,1254,0.3065,high
51,89,86,0.0156,1,856,0.0603,274,436,7,0.6751,6.8355,0.0626,306,2870,0.8114,low
66,90,71,0.0135,1,885,0.0593,302,413,11,0.9038,6.6555,0.0662,239,2793,0.8203,low
61,109,76,0.0168,3,970,0.0656,291,456,7,0.7241,2.9767,0.0643,331,3975,0.8336,low
75,72,63,0.0226,0,672,0.0844,257,444,7,1.2138,6.9278,0.0843,358,3137,0.7881,low
26,149,165,0.0993,7,1854,0.297,137,90,19,3.9793,10.1714,0.2694,855,1659,0.3618,high
24,148,109,0.123,9,2654,0.2456,123,187,15,3.036,19.6071,0.3731,703,930,0.2704,high
51,135,117,0.0546,3,1717,0.1403,255,379,10,1.7628,7.1415,0.1062,406,1455,0.6926,medium
44,126,100,0.065,2,1732,0.2246,155,305,8,1.5317,6.948,0.191,530,1933,0.767,medium
33,122,111,0.0649,4,912,0.2032,210,323,8,1.7924,8.8562,0.1949,428,1668,0.5167,medium
34,109,90,0.0685,4,894,0.0838,230,297,15,1.0653,10.9885,0.1228,521,2956,0.66,medium
26,178,133,0.0731,4,2087,0.3229,125,189,9,3.1425,12.9991,0.2595,793,924,0.4295,high
24,143,128,0.0644,5,3030,0.2012,128,182,20,1.5157,16.7635,0.3576,842,786,0.4488,high
58,78,84,0.0148,2,825,0.0781,342,401,9,1.2011,6.9468,0.0105,251,3392,0.798,low
62,95,91,0.0174,1,778,0.0642,226,358,7,0.8296,6.6111,0.0798,289,3208,0.8919,low
52,114,113,0.0482,3,1497,0.1138,198,301,13,1.4841,10.3169,0.1521,330,2166,0.68,medium
31,198,144,0.1301,6,2249,0.3239,148,104,16,2.9147,10.5602,0.3663,607,1587,0.5491,high
22,186,137,0.1004,8,2138,0.23,93,205,21,1.8706,11.317,0.4088,472,933,0.4702,high
28,104,114,0.0621,4,1253,0.2098,251,298,12,1.7294,10.4901,0.1751,410,2122,0.6653,medium
53,109,77,0.0234,3,858,0.0995,300,452,3,1.0205,8.5627,0.094,263,4275,0.7125,low
51,111,119,0.0715,4,866,0.184,220,270,4,2.0567,6.5018,0.1203,455,2273,0.7184,medium
47,110,90,0.0557,2,1166,0.1818,214,272,10,2.0988,10.7339,0.1601,436,2277,0.6384,medium
34,165,121,0.0738,8,2147,0.4616,144,111,16,4.518,13.0661,0.4417,702,1323,0.4304,high
22,121,117,0.1827,11,2324,0.3246,147,150,19,4.775,15.2275,0.3305,673,1078,0.3396,high
42,92,75,0.0614,3,1605,0.2161,156,259,11,1.0432,7.4405,0.2324,451,1982,0.5597,medium
55,90,92,0.0109,1,756,0.1029,263,545,9,1.2083,3.1738,0.08,289,3504,0.7135,low
28,180,167,0.1238,6,1693,0.3408,136,185,15,2.896,13.3428,0.3655,870,936,0.4882,high
41,112,118,0.0498,4,1644,0.1451,198,336,7,1.5753,12.2356,0.2006,405,1835,0.5734,medium
47,115,110,0.0369,3,1095,0.0912,277,335,13,1.4307,8.3223,0.1536,486,1399,0.7468,medium
55,115,93,0.0477,2,1281,0.1075,226,322,6,2.1427,9.5975,0.1059,355,2027,0.5668,medium
25,163,138,0.0677,8,2247,0.2272,120,233,15,3.3224,12.379,0.4805,559,926,0.5826,high
58,102,80,0.021,0,915,0.0752,238,497,9,0.7208,8.4388,0.0569,271,2890,0.9389,low
49,140,117,0.0607,2,1581,0.2142,196,253,13,0.8008,8.8267,0.1858,352,2435,0.6409,medium
65,91,89,0.0165,1,925,0.0775,305,409,9,0.7446,4.021,0.0565,305,3522,0.8345,low
59,102,73,0.0235,1,976,0.0688,330,348,6,0.8367,4.0654,0.0438,269,2871,0.8579,low
58,86,84,0.0081,0,1076,0.0725,293,463,9,0.869,4.3176,0.0646,329,3251,0.8015,low
15,172,138,0.0931,8,2825,0.3427,115,163,19,2.9698,15.0977,0.3426,670,766,0.4777,high
62,96,66,0.0,1,906,0.1484,305,519,11,1.699,2.924,0.0026,365,3825,0.9989,low
55,62,98,0.0183,1,916,0.0951,323,365,7,1.3048,4.3822,0.1021,345,2789,0.8205,low
53,108,113,0.0416,3,882,0.2139,268,297,14,1.3577,11.3931,0.2545,417,1660,0.546,medium
49,153,111,0.0526,1,1470,0.1944,237,219,13,1.8516,7.8436,0.161,334,1638,0.5478,medium
38,165,166,0.1487,9,2420,0.2637,117,132,23,2.227,17.2214,0.4144,531,968,0.5397,high
69,84,91,0.0277,2,704,0.1052,293,347,5,0.2007,4.4796,0.0461,274,3172,0.7475,low
45,102,107,0.0401,2,1204,0.2363,209,194,16,1.1322,8.6046,0.1791,434,2262,0.6319,medium
71,81,89,0.0176,2,778,0.0643,292,337,7,0.7088,4.1056,0.0905,209,2694,0.8199,low
64,92,88,0.0126,2,716,0.0584,296,390,9,0.3796,4.5551,0.0558,157,3606,0.8863,low
28,130,122,0.0705,8,1304,0.2823,140,114,23,2.8563,13.3261,0.3364,714,835,0.3259,high
51,111,124,0.0437,2,1361,0.1713,243,232,13,2.2256,5.613,0.0952,481,2263,0.5799,medium
28,127,129,0.0976,8,2483,0.2951,134,186,17,2.0388,12.6971,0.3188,554,1188,0.2045,high
12,198,112,0.1337,6,1634,0.2932,132,179,21,2.7732,14.8779,0.3401,560,1056,0.3728,high
21,132,110,0.1236,4,2212,0.2428,127,162,20,2.1262,17.1609,0.3199,478,1233,0.3432,high
22,120,127,0.1614,9,2347,0.3716,78,195,13,3.1014,10.9959,0.2921,558,1440,0.3406,high
53,135,116,0.0303,3,1169,0.2257,243,200,9,2.347,13.2091,0.1341,365,2277,0.729,medium
61,102,79,0.0232,1,870,0.0537,311,434,9,1.2621,3.5062,0.0729,205,3068,0.8198,low
18,142,163,0.0875,7,2375,0.2085,141,197,14,2.8067,10.9871,0.2837,544,1551,0.3492,high
53,116,122,0.0705,3,1249,0.1914,214,314,10,2.2487,6.6152,0.1385,471,2065,0.7673,medium
40,126,100,0.0642,3,1118,0.2639,174,284,8,1.4694,10.7584,0.2571,420,2149,0.7207,medium
30,175,160,0.1627,8,1786,0.2925,113,174,22,2.6859,18.7552,0.292,670,1135,0.4856,high
69,82,102,0.0177,0,873,0.0405,363,405,9,0.7503,6.5373,0.0732,179,3589,0.8463,low
40,95,111,0.0397,2,907,0.2724,213,354,14,2.9327,8.0982,0.249,438,2612,0.6001,medium
34,123,105,0.0431,3,1582,0.1756,251,332,15,1.4447,8.2827,0.1068,455,2363,0.4934,medium
26,160,165,0.1174,7,1125,0.2871,115,144,17,2.9041,18.1841,0.3532,636,1143,0.4513,high
42,138,92,0.0387,2,1122,0.1815,212,358,13,2.2865,8.35,0.1182,510,2221,0.6106,medium
34,134,100,0.038,4,1583,0.2168,225,293,16,1.8281,8.5572,0.1072,460,2398,0.6592,medium
65,76,63,0.0128,2,928,0.0801,320,432,9,0.6144,7.1879,0.0553,257,3047,0.7886,low
60,94,81,0.028,2,959,0.1097,333,345,7,1.4921,4.514,0.0717,205,2560,0.738,low
68,73,71,0.0221,1,863,0.1183,263,449,6,1.0611,5.3384,0.0346,282,3438,0.9179,low
31,172,147,0.077,7,2475,0.3303,113,171,28,3.8735,16.3261,0.3316,558,955,0.4583,high
50,97,98,0.0317,1,768,0.1606,297,537,12,1.1353,4.8959,0.0871,199,2895,0.8003,low
43,104,126,0.0447,5,1482,0.2543,205,286,12,1.8256,8.4751,0.1036,432,2127,0.5771,medium
23,132,144,0.0938,9,1965,0.4234,106,85,12,3.6242,15.0975,0.2925,606,1323,0.4177,high
35,98,103,0.0699,3,741,0.2533,222,336,18,1.6264,11.2855,0.1678,411,2113,0.6623,medium
46,100,97,0.051,1,1590,0.1658,250,380,9,2.2758,7.1777,0.2094,355,2426,0.6297,medium
19,171,95,0.1212,6,1626,0.3646,120,142,11,2.1159,13.6381,0.4471,504,1322,0.3324,high
42,108,118,0.0558,4,1432,0.1733,206,303,9,0.9008,7.97,0.1484,346,2424,0.6166,medium
51,123,83,0.0507,4,1377,0.2009,192,342,13,1.9207,9.1403,0.2113,440,1940,0.6807,medium
77,93,85,0.0306,1,960,0.0957,314,425,9,1.2862,5.7875,0.0985,241,3248,0.7622,low
36,149,154,0.1276,8,1744,0.3317,155,88,16,3.6018,14.2115,0.3118,574,1421,0.4149,high
49,119,78,0.0213,1,874,0.051,325,426,8,0.9404,3.6617,0.0915,254,3687,0.8083,low
67,84,81,0.0242,1,820,0.0966,320,486,9,0.6735,6.6647,0.0898,274,2404,0.828,low
49,85,105,0.0133,2,553,0.0681,309,387,7,0.5064,7.5746,0.1047,333,3109,0.7834,low
33,150,124,0.0878,9,1844,0.3568,141,199,19,3.8743,13.5547,0.3549,673,1228,0.3693,high
44,107,113,0.0518,3,1320,0.159,225,311,9,1.4086,11.7145,0.117,416,1778,0.679,medium
29,149,129,0.1156,6,2354,0.3276,113,175,17,4.029,10.1826,0.2827,634,1457,0.435,high
37,109,124,0.0368,3,1363,0.1847,223,223,12,1.6707,8.8274,0.1742,358,2362,0.6323,medium
67,83,88,0.0208,1,868,0.1147,291,399,12,0.6135,4.7325,0.0844,278,3665,0.8831,low
64,78,102,0.0274,2,846,0.1144,350,371,7,1.0484,6.5554,0.0869,282,3535,0.8215,low
59,114,94,0.043,4,1501,0.1289,180,298,17,1.9279,10.4654,0.2149,513,1995,0.695,medium
55,121,127,0.0648,3,1715,0.1801,278,267,11,1.5904,4.6723,0.1199,486,2157,0.6346,medium
32,161,159,0.123,11,2129,0.2878,121,133,12,3.4455,16.6728,0.3128,623,799,0.3297,high
48,124,70,0.0181,0,877,0.1193,282,398,8,0.9721,3.4503,0.1,279,3380,0.8651,low
30,183,172,0.1203,6,1241,0.3573,118,166,23,3.0001,11.4356,0.3372,354,1405,0.3585,high
28,170,166,0.1179,7,2214,0.2105,117,186,18,2.7871,12.7998,0.2879,596,822,0.4635,high
75,98,80,0.0112,1,782,0.0865,263,422,12,1.1734,3.858,0.087,247,4261,0.8712,low
56,120,127,0.0627,3,1658,0.2419,166,291,14,1.8423,7.8643,0.1741,569,2259,0.7221,medium
46,128,124,0.0476,5,878,0.2491,219,96,9,1.9325,6.5818,0.1527,431,2398,0.7227,medium
69,89,87,0.0214,1,956,0.0975,330,246,10,1.216,4.9932,0.0664,355,3097,0.7916,low
55,134,94,0.0327,4,1360,0.1482,211,281,16,1.0254,5.1672,0.1675,466,2172,0.8066,medium
56,123,73,0.0072,1,938,0.1046,342,419,8,0.8817,7.5842,0.1441,343,3837,0.8849,low
46,113,124,0.0428,3,1669,0.2027,227,307,9,1.7224,10.4287,0.2413,213,2413,0.6758,medium
5,174,132,0.0998,9,2449,0.312,86,178,24,2.9248,11.3569,0.3599,642,1083,0.557,high
52,110,123,0.0604,5,1117,0.1681,218,358,17,2.3601,6.4533,0.185,392,2747,0.7098,medium
48,137,111,0.0597,5,1534,0.1369,235,274,11,0.8519,8.2678,0.1538,348,2385,0.6548,medium
28,146,173,0.1111,6,2033,0.28,142,183,15,2.7515,4.5246,0.2738,488,1380,0.3405,high
34,100,171,0.129,9,2338,0.3732,142,155,15,3.6783,11.4593,0.4191,519,1265,0.3841,high
33,124,71,0.0715,5,1056,0.1993,268,336,13,1.3035,11.297,0.233,420,1931,0.6318,medium
28,151,122,0.1432,7,1947,0.3679,149,176,19,2.8462,13.0076,0.3472,727,1110,0.4896,high
27,158,157,0.1436,7,1866,0.3258,125,182,14,2.5619,15.8702,0.3734,697,1092,0.3863,high
46,111,106,0.0603,4,1277,0.1803,223,396,16,0.9975,8.5708,0.1479,448,2215,0.726,medium
64,107,66,0.0208,1,668,0.0722,323,449,5,0.9465,5.0051,0.0506,322,3305,0.7722,low
48,129,102,0.0669,5,1911,0.183,192,371,12,1.8056,6.7882,0.1831,355,2312,0.7434,medium
48,141,107,0.0511,3,1391,0.212,222,310,14,1.3129,10.9697,0.2063,383,1744,0.5926,medium
62,105,98,0.024,1,965,0.0404,334,432,5,1.2177,6.879,0.0333,237,2953,0.7936,low
66,92,85,0.0248,2,1125,0.0663,309,396,5,0.6227,4.3141,0.0379,310,3951,0.8245,low
52,93,75,0.0133,1,877,0.0566,295,373,8,1.4694,5.6753,0.0594,244,3314,0.8172,low
32,169,131,0.0904,8,1714,0.2013,120,164,21,2.1644,13.3533,0.3222,812,727,0.4994,high
